year,state,stateyear,foreign_born,soc_capital_ma,avg_att_rate,avg_daily_att_total,dropout_rate,enroll_students_public,fouryear_tuition,twoyear_tuition,grad_rate,foodinsecure,marginallyfoodinsecure,verylowfoodsecure,foodstamp_rep,lunchprogram_total,povrate,wic_total,gub_election,constitution_adopted,health_rank,quality_of_life_rank,lowinc_children,pop_govhealthins,pop_nohealthins,anti_education,pro_education,neutral_education,ideo_cit,ideo_state,party_state,policy_mood,charterschoolslaw,comp_years,evol_wkns_allowed,homeschool_records_extent,innovatescore,kind_att_rqd,mand_lic_teach,pollib_lower,pollib_median,pollib_upper,prvt_curric_control_extent,stnd_testing_rqd,taxcredit_parents,teacher_qual_rqd
2009,North Carolina,2009_North_Carolina,7.099999905,-0.71154702,92.097,1366164,5.3,1488645,5072.16931,1787.942475,,18.90118,29.512159,5.43784,1137294,961612,16.9,275039,0,0,37,20,231,3012.26,1665.24,0.060081148,0.72342131,0.216497542,49.59364,-0.244477168,0.10425844,38.9280014,,,,,0,,,-1.76065,-1.46398,-1.26217,,,,
2010,North Carolina,2010_North_Carolina,7.5,-0.66248596,,,,1483397,5875.685085,1960.401411,78,17.738819,27.407301,4.9450498,1346495,955800,17.4,272759,0,0,35,19,143,3219.41,1605.91,0.055893384,0.742097669,0.202008948,45.64767,-0.296526045,0.054862842,38.44300079,1,9,0,1,0,0,0,-1.77988,-1.47211,-1.28008,0,2,0,1
2011,North Carolina,2011_North_Carolina,7.300000191,-0.50261104,,,,,6059.794013,2204.91714,80,19.375071,30.193609,5.6564498,1590069,948653,15.4,266478,0,0,35,11,149,3262.35,1550.25,0.077895893,0.734035042,0.188069065,44.05396,-0.242753625,0.042704627,,,,,,,,,-1.83903,-1.51964,-1.31451,,,,
2012,North Carolina,2012_North_Carolina,7.699999809,,,,,,6513.426422,2270.928548,82.5,17.997709,29.90053,4.5048599,1668588.167,942745,17.2,269335,1,0,33,16,126,,,0.099898402,0.725972415,0.174129183,40.78954,,,,1,9,0,1,,0,0,-1.82017,-1.5402,-1.34108,0,2,0,1
2013,North Carolina,2013_North_Carolina,,,,,,,6712.820314,2321.353966,83.9,17.25775,27.312281,7.0003099,1703700.417,906350,18.6,264755,0,0,,,105,,,,,,43.66756,,,,,,,,,,,-1.94936,-1.60652,-1.37574,,,,
2014,North Carolina,2014_North_Carolina,,,,,,,6740.34497,2323.265989,85.6,17.98793,26.68405,6.72191,1575676,889937,,255672,0,0,,,83,,,,,,,,,,1,9,0,1,,0,0,-1.98989,-1.61832,-1.35981,0,2,0,1
2015,North Carolina,2015_North_Carolina,,,,,,,7027.629111,2346.50801,85.9,15.5924,26.796471,4.5995998,,903946,,248860,0,0,,,70,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,North Dakota,2003_North_Dakota,,1.4730353,94.1291,96231,2.2,104225,,,86.07908043,6.46948,13.99323,2.3259399,39663,77230,9.7,13969,0,0,9,17,9,175.832,65.0331,0.068447011,0.734975351,0.196577638,54.7526,-0.25,-0.211538464,36.0909996,,,,,0.000976,,,-1.56816,-1.3352,-1.13967,,,,
2004,North Dakota,2004_North_Dakota,,0.38307875,94.339,94823,2,102233,5852.27076,3811.726505,86.3,6.4562502,14.03299,1.84356,41421,77924,9.7,14117,1,0,8,18,10,159.033,62.9029,0.075595162,0.70993744,0.214467398,63.32747,-0.255319148,-0.021276595,34.24200058,0,9,0,2,0.000976,0,1,-1.58696,-1.34325,-1.15643,2,1,0,1
2005,North Dakota,2005_North_Dakota,2,0.18834068,94.465,92843,1.9,100513,6248.94001,3990.257318,82.1,6.5005202,12.74194,1.42339,42204,78418,11.2,14248,0,0,8,27,9,158.611,67.5411,0.071604435,0.699825024,0.228570541,65.04592,0,-0.258064508,32.75500107,,,,,0.100956,,,-1.56923,-1.35739,-1.17608,,,,
2006,North Dakota,2006_North_Dakota,,-0.50083214,94.2154,91078,2.1,98283,6518.16346,3907.113946,83.1,7.48804,13.38638,2.49968,42576,78388,11.4,14411,0,0,8,26,9,144.321,72.9707,0.067613707,0.689712608,0.242673684,66.41216,-0.3125,-0.205882356,35.86800003,0,9,0,2,0.100956,0,1,-1.6009,-1.36807,-1.16213,2,1,0,1
2007,North Dakota,2007_North_Dakota,2.400000095,0.099753886,96.7525,91972,2.3,96670,6704.150461,3991.528493,83.79998779,7.0695701,12.8902,2.3387599,45122,78909,9.3,14544,0,0,8,18,9,153.23,58.2351,0.073040232,0.683380601,0.243579166,62.78972,-0.420289844,-0.042857144,38.89300156,,,,,0.00173,,,-1.59705,-1.37785,-1.18141,,,,
2008,North Dakota,2008_North_Dakota,,-0.22045925,96.9259,91816,2.4,95059,6681.235243,4197.789361,,8.3885899,16.153669,2.9893401,48412,80038,11.8,14925,1,0,11,13,8,152.675,72.5732,0.078466757,0.677048594,0.244484649,67.26058,-0.230769232,-0.142857149,38.23799896,0,9,0,2,0.00173,0,1,-1.5981,-1.40046,-1.17622,2,1,0,1
2009,North Dakota,2009_North_Dakota,2.099999905,0.14963807,95.8358,91114,2.5,94728,7079.134738,4333.525575,,6.78022,14.9331,1.9284199,53070,80924,10.9,14573,0,0,17,9,5,166.078,65.132,0.080899266,0.702241888,0.216858846,52.32762,-0.240740746,0.059999999,37.81900024,,,,,0,,,-1.64973,-1.40359,-1.22259,,,,
2010,North Dakota,2010_North_Dakota,,-0.010279079,,,,95073,7251.056795,4282.858938,86,7.8829598,17.32258,2.3241401,59888,82443,12.2,14621,0,0,16,9,13,175.472,87.9244,0.083331775,0.727435181,0.189233044,46.43055,-0.380281687,-0.146666661,35.72900009,0,9,0,2,0,0,1,-1.66963,-1.43468,-1.25512,2,1,0,1
2011,North Dakota,2011_North_Dakota,2.400000095,0.32072896,,,,,7308.181881,4181.886324,87,10.65061,18.3342,3.61392,60902,83484,9.9,14068,0,0,11,6,5,192.879,61.4385,0.104845738,0.702970937,0.192183324,41.18179,-0.193548381,0,,,,,,,,,-1.76384,-1.48825,-1.27936,,,,
2012,North Dakota,2012_North_Dakota,,,,,,,7358.984924,4168.971048,87.5,8.2846699,15.97567,2.9762399,58796.3333,85078,11.4,13661,1,0,12,3,5,,,0.126359702,0.678506693,0.195133605,48.44967,,,,0,9,0,2,,0,1,-1.80158,-1.50696,-1.30923,2,1,0,1
2013,North Dakota,2013_North_Dakota,,,,,,,7493.205369,4229.199682,87.2,7.9865398,11.7052,2.0355699,56522.8333,87065,9.9,13273,0,0,,,6,,,,,,44.70047,,,,,,,,,,,-1.71261,-1.48426,-1.30588,,,,
2014,North Dakota,2014_North_Dakota,,,,,,,7589.469201,4234.30073,86.6,9.5878801,16.13859,3.1138799,53753,89002,,12814,0,0,,,4,,,,,,,,,,0,9,0,2,,0,1,-1.77589,-1.50638,-1.30482,2,1,0,1
2015,North Dakota,2015_North_Dakota,,,,,,,7751.899525,4443.224883,87.5,8.8800497,15.362,3.0594299,,90355,,12415,0,0,,,6,,,,,,,,,,0,,0,,,,,,,,,,0,
2003,Ohio,2003_Ohio,,0.1124016,92.1484,1700533,3,1838285,,,81.27837233,13.21754,21.297251,3.1245699,855401,1028227,10.9,256095,0,0,32,28,161,2702.13,1243.49,0.057785857,0.726320298,0.215893845,49.17502,-0.153214768,0.01504788,40.25799942,,,,,0.068436,,,-0.515877,-0.082271,0.366573,,,,
2004,Ohio,2004_Ohio,,0.14786118,93.453,1719566,3.3,1845428,10464.6005,4066.587943,80.2,14.14167,24.64686,3.30937,945435,1046400,11.6,267300,0,0,32,28,167,2877.18,1164.52,0.053206028,0.714974355,0.231819616,52.15553,-0.124449342,0.024282562,39.31299973,1,12,0,0,0.068436,1,0.5,-0.638983,-0.154832,0.300338,1,2,0,1
2005,Ohio,2005_Ohio,3.5,-0.10240026,94.0423,1730080,3.5,1840032,10271.47304,4163.959771,79.2,14.45348,22.41239,4.1697698,1007172,1060938,12.3,272632,0,0,35,33,139,3002.97,1249.16,0.064190599,0.690154069,0.245655332,54.73086,-0.111111112,0.070143886,33.68600082,,,,,0.099218,,,-0.547563,-0.128742,0.330256,,,,
2006,Ohio,2006_Ohio,3.599999905,-0.2283861,92.0774,1691206,4.1,1839683,9985.731349,4062.369414,78.7,13.52539,21.94441,4.3710299,1063290,1085362,12.1,276757,1,0,26,33,94,3254.27,1081.32,0.07517517,0.665333782,0.259491048,54.90311,-0.149137452,0.057078902,34.92499924,1,12,0,0,0.099218,1,0.5,-0.519457,-0.111488,0.334554,1,2,0,1
2007,Ohio,2007_Ohio,3.700000048,-0.37378734,90.9039,1660981,4.5,1836722,9776.067758,4060.845919,79,11.87273,20.609711,4.5381198,1076764,1100203,12.8,281638,0,0,31,36,161,2985.86,1256.64,0.062797945,0.671025423,0.266176632,62.06681,-0.140515223,0.072176948,40.20500183,,,,,0.071861,,,-0.510511,-0.054684,0.415938,,,,
2008,Ohio,2008_Ohio,3.700000048,-0.37676594,89.6185,1628515,4.3,1827184,9270.80194,3846.606045,,18.81661,31.275021,7.3590298,1150928,1105460,13.7,292937,0,0,34,38,120,3250.31,1280.21,0.050420721,0.676717063,0.272862216,62.28827,-0.154616237,0.13333334,42.06999969,1,12,0,0,0.071861,1,0.5,-0.550308,-0.084631,0.308141,1,2,0,1
2009,Ohio,2009_Ohio,3.799999952,-0.42187968,91.1982,1609008,4.2,1817163,9504.03172,3905.536845,,18.198429,31.016109,6.6036801,1357412,1120056,13.3,303679,0,0,33,38,181,3353.96,1578.19,0.048697639,0.678261416,0.273040945,54.7267,-0.160854891,0.115515292,49.86500168,,,,,0.010526,,,-0.326128,0.080177,0.478386,,,,
2010,Ohio,2010_Ohio,4.099999905,-0.41418669,,,,1764297,9996.281068,4119.492154,80,16.76853,28.808201,5.21876,1607422,1136482,15.3,297672,1,0,33,38,176,3368.97,1547.22,0.046974557,0.679805769,0.273219674,45.7508,-0.230535895,0.063063063,43.17100143,1,12,0,0,0.010526,1,0.5,-0.355902,0.102541,0.508557,1,2,0,1
2011,Ohio,2011_Ohio,4,-0.44538382,,,,,10063.79572,4210.646112,81,15.03325,26.25445,6.1691298,1779237,1133772,15.1,281306,0,0,36,33,149,3731.39,1548.89,0.076686416,0.694625211,0.228688373,48.66046,-0.215425536,0.092391305,,,,,,,,,-0.426535,-0.017737,0.454921,,,,
2012,Ohio,2012_Ohio,3.799999952,,,,,,10260.14341,4420.012641,82.2,19.073481,27.556231,9.0050497,1807912.667,1114371,15.4,275627,0,0,35,29,128,,,0.106398276,0.709444653,0.184157072,48.54424,,,,1,12,0,0,,1,0.5,-0.444734,-0.02751,0.35372,1,2,0,1
2013,Ohio,2013_Ohio,,,,,,,10241.64055,4505.606844,81.8,15.85187,25.352989,5.8885598,1824674.833,1063869,13.7,263683,0,0,,,94,,,,,,49.25758,,,,,,,,,,,-0.543966,-0.074666,0.374761,,,,
2014,Ohio,2014_Ohio,,,,,,,10188.19054,4576.740605,80.7,17.94523,27.81514,7.0075498,1752135,1051279,,250370,1,0,,,83,,,,,,,,,,1,12,0,0,,1,0.5,-0.508231,-0.023545,0.518189,1,2,0,1
2015,Ohio,2015_Ohio,,,,,,,10289.86711,4571.628375,83.5,16.03116,25.861071,5.0606198,,1035551,,244201,0,0,,,73,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Oklahoma,2003_Oklahoma,,-0.86960655,93.256,583932,4,624548,,,77.0333701,13.5215,24.03623,4.6257601,380299,382577,12.8,111688,0,0,43,42,92,1035.09,656.588,0.072627157,0.72741419,0.199958654,32.34192,-0.210084036,0.075000003,39.43099976,,,,,0.047891,,,-1.245,-0.949185,-0.514401,,,,
2004,Oklahoma,2004_Oklahoma,,-0.99294811,93.282,587188,3.9,626160,4491.484398,2675.832006,76.9,19.380779,29.998011,6.59515,411840,389245,10.8,116145,0,0,42,40,82,1081.54,645.468,0.090988816,0.701499775,0.207511409,28.27135,-0.227848098,0.155462191,39.13100052,1,13,0,0,0.047891,1,0,-1.23498,-0.940947,-0.53767,0,0,0,0
2005,Oklahoma,2005_Oklahoma,4.5,-1.2135859,93.1857,591486,3.5,629476,4677.468301,2755.001735,77.8,15.04726,25.81443,4.1233201,424402,402917,15.6,119779,0,0,46,42,55,1120.46,620.652,0.079877009,0.694526832,0.225596159,28.90653,-0.32967034,0.021857923,35.96500015,,,,,0.062406,,,-1.23777,-0.939361,-0.484275,,,,
2006,Oklahoma,2006_Oklahoma,4.900000095,-1.3290353,93.2406,596172,3.6,634739,5241.019676,2726.938487,77.8,12.52875,25.13352,5.6304798,435519,412947,15.2,119374,1,0,44,40,87,1105.67,656.752,0.068765202,0.687553889,0.243680909,22.55732,-0.287234038,0.041884817,37.74499893,1,13,0,0,0.062406,1,0,-1.27523,-0.985734,-0.547382,0,0,0,0
2007,Oklahoma,2007_Oklahoma,5,-1.1927437,92.8956,596450,3.5,639391,5768.365199,2872.05205,78,13.54215,25.15386,3.76916,421316,421601,13.4,119759,0,0,49,40,63,1169.17,624.951,0.072540322,0.690869132,0.236590546,27.22509,-0.342105269,0,39.09400177,,,,,0.076564,,,-1.30785,-1.02004,-0.616285,,,,
2008,Oklahoma,2008_Oklahoma,5,-1.1734543,93.5309,603375,3.1,642065,6171.417718,2946.220159,,17.26902,27.54118,7.5194802,419038,424427,13.6,122840,0,0,47,36,39,1199.45,491.253,0.076315442,0.694184374,0.229500184,33.84334,-0.310756981,0.03875969,39.04299927,1,13,0,0,0.076564,1,0,-1.31857,-1.03031,-0.626853,0,0,0,0
2009,Oklahoma,2009_Oklahoma,5.099999905,-0.86993706,93.1608,610019,2.5,645108,6057.772599,3021.622783,,19.090191,31.70932,9.7402697,472908,437660,12.9,130064,0,0,49,35,64,1246.96,652.559,0.076562197,0.720961706,0.202476097,21.13183,-0.285171092,0.038314175,39.62799835,,,,,0.005714,,,-1.29789,-1.02779,-0.599499,,,,
2010,Oklahoma,2010_Oklahoma,5.5,-0.87211609,,,,654802,6347.020334,3126.045493,,19.06596,30.354179,6.92872,582492,449171,16.3,133002,1,0,46,37,81,1293.5,640.616,0.076808951,0.747739038,0.17545201,17.88026,-0.398176283,0.012195121,37.16899872,1,13,0,0,0.005714,1,0,-1.39104,-1.11755,-0.731189,0,0,0,0
2011,Oklahoma,2011_Oklahoma,5.5,-0.63374794,,,,,6466.691765,3221.096343,,12.44868,25.89883,6.54321,614704,452426,13.9,126944,0,0,46,31,41,1296.91,636.415,0.105231012,0.702697627,0.192071361,21.73229,-0.269841284,-0.008130081,,,,,,,,,-1.40838,-1.15485,-0.781753,,,,
2012,Oklahoma,2012_Oklahoma,5.599999905,,,,,,6725.603835,3322.362163,84.8,20.169121,31.578489,7.4593401,614947.0833,446144,18,123070,0,0,43,32,48,,,0.133653073,0.657656215,0.208690711,13.48238,,,,1,13,0,0,,2,0,-1.44231,-1.18018,-0.795974,0,0,1,0
2013,Oklahoma,2013_Oklahoma,,,,,,,6781.705171,3387.400074,82.7,19.34952,31.209021,9.1965799,621830.9167,438112,14,118552,0,0,,,60,,,,,,23.94061,,,,,,,,,,,-1.43078,-1.15679,-0.746027,,,,
2014,Oklahoma,2014_Oklahoma,,,,,,,7152.874524,3531.678936,82.5,17.390881,29.867559,6.3639102,608492,439578,,114490,1,0,,,50,,,,,,,,,,1,13,0,0,,2,0,-1.48448,-1.2206,-0.770603,0,0,1,0
2015,Oklahoma,2015_Oklahoma,,,,,,,7511.910596,3677.541589,81.6,15.60488,27.681021,6.0342398,,440455,,112892,0,0,,,45,,,,,,,,,,1,,0,,,,,,,,,,1,
2003,Oregon,2003_Oregon,,0.45681,88.1728,486073,4.4,554071,,,74.24045999,14.67454,25.05666,5.2139902,398377,275713,12.5,96457,0,0,19,39,60,909.464,570.963,0.068326056,0.713272235,0.218401709,58.01952,-0.152610436,0.045267489,41.53900146,,,,,0.095592,,,0.588787,1.00295,1.41528,,,,
2004,Oregon,2004_Oregon,,0.68543863,91.6984,506638,,551273,6633.674694,3637.657661,74.2,14.04543,23.36018,4.53409,419736,284467,11.7,100135,0,0,22,38,58,911.63,551.103,0.059987318,0.716382833,0.223629849,62.87963,-0.101123594,-0.019157087,42.11999893,1,11,0,0,0.095592,0,0,0.505083,0.974261,1.38007,1,1,0,0
2005,Oregon,2005_Oregon,9.699999809,1.1498452,93.0198,513650,,552505,6687.375691,3652.809632,73,14.62743,22.76329,2.52566,429358,291326,12,102793,0,0,20,39,71,978.661,554.917,0.057996285,0.725213366,0.216790349,62.44208,-0.042424243,0.060240965,44.11700058,,,,,0.067362,,,0.424222,0.875425,1.28944,,,,
2006,Oregon,2006_Oregon,,1.1859359,91.7671,516258,4.6,552194,6593.846054,3738.010649,73.8,13.42743,22.73134,5.5007601,434239,301199,11.8,102907,1,0,24,38,78,921.713,648.915,0.056005252,0.734043898,0.209950849,61.46369,-0.125560537,0.040540539,45.36000061,1,11,0,0,0.067362,0,0,0.446024,0.879845,1.27471,1,1,0,0
2007,Oregon,2007_Oregon,9.800000191,1.1615982,91.2035,515834,4.6,562574,6869.356995,3722.345819,76.69995117,12.84903,22.749281,6.9391398,438498,304241,12.8,103753,0,0,21,31,58,961.07,610.237,0.055202935,0.717793418,0.227003647,71.63258,0.020761246,0.050675675,46.91500092,,,,,0.091309,,,0.712109,1.08442,1.49871,,,,
2008,Oregon,2008_Oregon,9.699999809,1.1287297,90.0461,518119,3.8,565586,6825.647074,3649.680821,,16.914841,27.260361,7.7719798,469315,308164,10.6,108000,0,0,18,26,70,1010.33,607.204,0.054400617,0.701542939,0.244056445,74.0672,0.052959502,0.143302187,45.24100113,1,11,0,0,0.091309,0,0,0.777367,1.16409,1.57469,1,1,0,0
2009,Oregon,2009_Oregon,9.600000382,1.6148106,88.4711,515644,3.4,575393,7717.206709,4035.162674,,16.332529,27.573311,5.4689798,581025,310817,13.4,113248,0,0,13,23,71,1123.48,663.916,0.049531435,0.713270537,0.237198028,62.59264,0,0.237547889,44.20299911,,,,,0.322835,,,1.08239,1.46918,1.83875,,,,
2010,Oregon,2010_Oregon,9.800000191,1.6427376,,,,582839,8205.869419,4133.841939,68,14.98158,23.46034,6.0464802,705035,315223,14.2,114140,1,0,14,24,65,1106.35,604.013,0.044662254,0.724998135,0.230339611,53.83183,-0.055555556,0.10674157,41.99000168,1,11,0,0,0.322835,0,0,1.07287,1.47391,1.8444,1,1,0,0
2011,Oregon,2011_Oregon,9.800000191,2.0826809,,,,,8515.027833,4283.078173,68,14.26775,28.24091,5.70895,772756,312828,14.4,111534,0,0,8,18,33,1262.19,531.704,0.07296462,0.724960503,0.202074877,55.70197,-0.096000001,0.031496063,,,,,,,,,0.987609,1.42315,1.81622,,,,
2012,Oregon,2012_Oregon,9.5,,,,,,8730.785425,4434.718006,68.7,15.53066,25.4433,5.4036498,815221.3333,307110,13.5,111648,0,0,13,24,34,,,0.101266985,0.724922871,0.173810143,57.28977,,,,1,11,0,0,,0,0,0.982243,1.3973,1.80323,1,1,0,0
2013,Oregon,2013_Oregon,,,,,,,8859.862307,4562.784728,72,20.612049,31.013479,7.6887698,817574.8333,293394,15.1,107859,0,0,,,31,,,,,,55.12305,,,,,,,,,,,0.836634,1.32729,1.75172,,,,
2014,Oregon,2014_Oregon,,,,,,,9024.080578,4604.602539,73.8,18.19265,30.38999,6.4864898,802190,288160,,103227,1,0,,,27,,,,,,,,,,1,11,0,0,,0,0,0.808729,1.34204,1.84272,1,1,0,0
2015,Oregon,2015_Oregon,,,,,,,9449.511622,4696.306956,74.8,15.77299,28.72592,5.0065498,,294408,,98304,0,0,,,18,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Pennsylvania,2003_Pennsylvania,,0.087366827,93.408,1701096,3.2,1816747,,,82.17937649,9.9372797,17.759729,2.39253,822696,1057774,10.5,229628,0,0,28,20,157,3273.41,1215.41,0.058796842,0.69910803,0.242095128,53.79531,-0.115384616,-0.005044136,43.24300003,,,,,0.070447,,,-0.138619,0.244545,0.708929,,,,
2004,Pennsylvania,2004_Pennsylvania,,0.11494533,92.9274,1698795,2.9,1821146,10480.97731,3644.108856,82.5,12.75379,22.554041,3.4181399,960941,1086661,11.3,240836,0,0,31,19,163,3248.18,1232.67,0.048770599,0.700733605,0.250495796,54.22882,-0.153320313,-0.031945787,43.21900177,1,9,0,2,0.070447,0,0.5,-0.162373,0.263121,0.697311,2,2,2,1
2005,Pennsylvania,2005_Pennsylvania,5,0.44551405,93.0016,1702566,2.9,1828089,10644.38087,3758.273527,,10.30591,18.68738,2.95274,1042809,1121383,11.2,240754,0,0,28,24,149,3307.5,1136.61,0.060677938,0.707334896,0.231987166,57.53421,-0.0859375,0.038639877,40.58300018,,,,,0.001718,,,-0.102435,0.324426,0.746871,,,,
2006,Pennsylvania,2006_Pennsylvania,5.099999905,0.082525909,90.9134,1701044,2.8,1830684,10703.17443,3677.246258,83,10.64278,19.94417,3.2593901,1092298,1136505,11.3,242041,1,0,32,27,126,3312.97,1160.8,0.072585277,0.713936187,0.213478536,60.50166,-0.126436785,0.035714287,41.87900162,1,9,0,2,0.001718,0,0.5,-0.02778,0.401888,0.825059,2,2,2,1
2007,Pennsylvania,2007_Pennsylvania,5.400000095,-0.072540089,93.9843,1693569,,1871060,11312.60405,3736.209304,82.69995117,11.50251,23.66363,3.95999,1135146,1143426,10.4,244156,0,0,27,28,147,3520.43,1125.25,0.068730002,0.702202048,0.229067951,68.58189,-0.105263159,0.092445329,44.0929985,,,,,0.057816,,,0.224492,0.681197,1.08152,,,,
2008,Pennsylvania,2008_Pennsylvania,5.300000191,-0.18167527,94.6898,1680772,2.6,1801971,11326.48247,3659.527082,,14.4711,24.104441,4.9652901,1187822,1147643,11,251159,0,0,30,28,116,3627.51,1172.55,0.064874726,0.690467908,0.244657366,71.8254,-0.070745699,0.140831754,42.62799835,1,9,0,2,0.057816,0,0.5,0.241144,0.666996,1.10227,2,2,2,1
2009,Pennsylvania,2009_Pennsylvania,5.5,0.086355314,93.0569,1661990,2.3,1775029,12028.383,3853.016034,,13.03081,22.011551,5.4063501,1337803,1150819,11.1,260879,0,0,28,25,121,3869.91,1355.51,0.057198522,0.703080481,0.239720997,62.81154,-0.105156727,0.177018628,42.97499847,,,,,0.003846,,,-0.050696,0.417559,0.768691,,,,
2010,Pennsylvania,2010_Pennsylvania,5.800000191,0.10566194,,,,1785993,12507.49346,3830.288793,83,14.66197,23.84481,5.6797199,1574783,1159844,12.2,262269,1,0,27,24,153,3979.27,1371.66,0.049522318,0.715693054,0.234784629,54.85114,-0.159836069,0.054693878,41.8409996,1,9,0,2,0.003846,0,0.5,-0.068171,0.339397,0.780716,2,2,2,1
2011,Pennsylvania,2011_Pennsylvania,5.900000095,0.34909853,,,,,12872.66842,4182.951501,84,13.58238,23.58779,4.4904399,1718211,1153645,12.6,257908,0,0,28,22,153,3986.79,1374.6,0.080554141,0.707380506,0.212065353,50.751,-0.171693742,0.058685444,,,,,,,,,-0.064462,0.395813,0.797597,,,,
2012,Pennsylvania,2012_Pennsylvania,6,,,,,,13000.59326,4411.609575,85.5,12.07631,20.6919,3.95753,1799208.5,1127444,13.9,253011,0,0,26,30,122,,,0.111585965,0.699067957,0.189346078,48.60292,,,,1,9,0,2,,0,0.5,-0.04295,0.373231,0.809805,2,2,2,1
2013,Pennsylvania,2013_Pennsylvania,,,,,,,13188.42315,4584.23988,85.3,12.57805,21.16839,5.0128298,1784790.25,1065977,12.4,253258,0,0,,,92,,,,,,52.21729,,,,,,,,,,,-0.196373,0.257088,0.709175,,,,
2014,Pennsylvania,2014_Pennsylvania,,,,,,,13266.93201,4745.278379,84.8,11.82763,20.986971,4.7601099,1796154,1040494,,248761,1,0,,,86,,,,,,,,,,1,9,0,2,,0,0.5,-0.132993,0.330435,0.798144,2,2,2,1
2015,Pennsylvania,2015_Pennsylvania,,,,,,,13504.66982,4968.59086,86.1,13.69661,23.61713,3.3813701,,1035498,,245979,0,0,,,66,,,,,,,,,,1,,0,,,,,,,,,,2,
2003,Rhode Island,2003_Rhode_Island,,0.4485859,90.2224,143792,4,159205,,,75.90201344,11.62662,18.360439,2.9565401,74068,82161,11.5,22739,0,0,13,30,6,302.594,109.515,0.064722558,0.702163412,0.23311403,82.42435,0,0.107692309,47.58100128,,,,,0.096275,,,1.3914,1.76565,2.18731,,,,
2004,Rhode Island,2004_Rhode_Island,,0.38745189,91.975,143939,3.4,159375,7538.324451,2935.029409,78.4,13.22094,19.79793,4.1503901,77528,83188,11.5,22780,0,0,14,31,12,319.39,105.176,0.04702787,0.736096829,0.216875301,79.75052,-0.057142857,0.235294119,45.3370018,1,10,0,1,0.096275,1,1,1.37802,1.78865,2.18939,2,1,0,0
2005,Rhode Island,2005_Rhode_Island,12.60000038,0.39142534,90.6004,139001,4.1,156498,7930.02064,3041.955425,77.8,12.04347,20.41235,4.0386,76085,84080,12.1,22914,0,0,11,28,7,315.706,113.191,0.054595633,0.729806115,0.215598252,83.29272,0.088888891,0.190476194,41.86899948,,,,,0.326981,,,1.47438,1.89362,2.28001,,,,
2006,Rhode Island,2006_Rhode_Island,12.60000038,0.39447346,91.6768,138993,4.1,153422,8025.902649,3176.303892,78.4,8.4702101,15.99568,2.2433901,73195,83806,10.5,22549,1,0,13,32,5,337.624,85.498,0.062163396,0.723515402,0.214321202,88.19218,-0.117647059,0.224489793,42.3219986,1,10,0,1,0.326981,1,1,1.44449,1.82039,2.21021,2,1,0,0
2007,Rhode Island,2007_Rhode_Island,12.69999981,0.54304516,91.2673,134737,5.8,151612,8342.352314,3287.956611,76.39996338,11.08797,18.657591,3.9746699,76315,85009,9.5,24220,0,0,13,34,12,310.777,109.594,0.056302156,0.709721516,0.233976328,86.60197,-0.039999999,0.207547173,45.36600113,,,,,0.011869,,,1.45468,1.81538,2.18366,,,,
2008,Rhode Island,2008_Rhode_Island,12.19999981,0.62193757,90.7948,131963,5.3,147629,8453.56226,3380.549681,,16.334459,26.445129,5.9974799,84868,83915,12.7,25823,0,0,10,39,12,315.612,115.116,0.050440916,0.69592763,0.253631454,84.90472,0.047058824,0.280487806,41.84199905,1,10,0,1,0.011869,1,1,1.48762,1.8528,2.20385,2,1,0,0
2009,Rhode Island,2009_Rhode_Island,12.69999981,0.71513778,91.6013,132930,4.4,145342,9501.796792,3772.558623,,16.1318,24.54755,6.6672902,102303,79017,13,25676,0,0,10,41,12,338.529,124.322,0.047470127,0.697121292,0.255408581,81.69887,-0.051282052,0.0625,42.60200119,,,,,0,,,1.48349,1.85981,2.20768,,,,
2010,Rhode Island,2010_Rhode_Island,12.80000019,0.72802395,,,,145118,10286.58826,4031.185784,77,16.355961,27.1621,7.1973,138966,78531,13.6,25525,1,0,10,40,9,348.721,119.904,0.044499338,0.698314955,0.257185707,78.93006,-0.012345679,0.177215189,41.33800125,1,10,0,1,0,1,1,1.48845,1.83488,2.23476,2,1,0,0
2011,Rhode Island,2011_Rhode_Island,13.5,0.76459455,,,,,10666.6861,3915.591983,77,17.36282,28.411449,4.28125,160201,79006,13.4,24515,0,0,13,41,10,367.754,124.849,0.07243338,0.707293435,0.220273184,84.49931,0,0.321428567,,,,,,,,,1.54437,1.88514,2.27143,,,,
2012,Rhode Island,2012_Rhode_Island,13.5,,,,,,11471.23528,4149.013767,79.7,17.136539,26.11636,4.7115402,172845.75,79747,13.6,24261,0,0,10,39,10,,,0.100367422,0.716271916,0.183360662,79.42777,,,,1,12,0,1,,1,0,1.55548,1.9253,2.3265,2,1,2,0
2013,Rhode Island,2013_Rhode_Island,,,,,,,11224.4749,4069.229139,80.8,12.43116,22.143009,3.2698901,179925,77353,13.5,23416,0,0,,,7,,,,,,78.0734,,,,,,,,,,,1.56399,1.98449,2.37878,,,,
